"","source","target"
"3008","PMMI Mechatronics: Programmable Logic Controllers 1","Senior Certified Electronics Technician"
"3009","PMMI Mechatronics: Programmable Logic Controllers 1","Certification in Electrical Power Testing"
"3010","PMMI Mechatronics: Programmable Logic Controllers 1","Passive Intermodulation Testing"
"3011","PMMI Mechatronics: Programmable Logic Controllers 1","Certification in Electrical Power Testing - Level IV"
"3012","PMMI Mechatronics: Programmable Logic Controllers 1","SACA C-103 Certified Industry 4.0 Associate - Robot System Operations"
"3013","PMMI Mechatronics: Programmable Logic Controllers 1","SACA Certified Industry 4.0 Production Systems Specialist II"
"3014","PMMI Mechatronics: Programmable Logic Controllers 1","Associate Electronics Technician - Direct Current"
"3015","PMMI Mechatronics: Programmable Logic Controllers 1","Associate Electronics Technician - Analog"
"3016","PMMI Mechatronics: Programmable Logic Controllers 1","Associate Electronics Technician - Digital"
"3017","PMMI Mechatronics: Programmable Logic Controllers 1","Mobile Communications and Electronics Installer"
"3018","PMMI Mechatronics: Programmable Logic Controllers 1","Associate Electronics Technician - Alternating Current"
"3019","PMMI Mechatronics: Programmable Logic Controllers 1","Termination and Testing Technician"
"3020","PMMI Mechatronics: Programmable Logic Controllers 1","CEDIA Electronic Systems Certified"
"3021","PMMI Mechatronics: Programmable Logic Controllers 1","Certified Satellite Installer - S-MATV"
"3022","PMMI Mechatronics: Programmable Logic Controllers 1","SAE Fabricator"
"3023","PMMI Mechatronics: Programmable Logic Controllers 1","Certified Satellite Installer - Antenna"
"3024","PMMI Mechatronics: Programmable Logic Controllers 1","Certified Satellite Installer - Commercial"
"3025","SACA Certified Industry 4.0 Automation Systems Specialist II","SACA C-102 Certified Industry 4.0 Associate - Advanced Operations"
"3026","SACA Certified Industry 4.0 Automation Systems Specialist II","Electrical Generator Systems Technician Certification"
"3027","SACA Certified Industry 4.0 Automation Systems Specialist II","Certification in Electrical Power Testing - Level III"
"3028","SACA Certified Industry 4.0 Automation Systems Specialist II","Associate Electronics Technician - Comprehensive"
"3029","SACA Certified Industry 4.0 Automation Systems Specialist II","Certified Satellite Installer - C and KU Band"
"3030","SACA Certified Industry 4.0 Automation Systems Specialist II","Radio Frequency Interference Mitigation"
"3031","SACA Certified Industry 4.0 Automation Systems Specialist II","Wireless Communications"
"3032","SACA Certified Industry 4.0 Automation Systems Specialist II","CEDIA Electronic Systems Certified Designer"
"3033","SACA Certified Industry 4.0 Automation Systems Specialist II","CEDIA Electronic Systems Certified Technician"
"3034","SACA Certified Industry 4.0 Automation Systems Specialist II","Senior Certified Electronics Technician"
"3035","SACA Certified Industry 4.0 Automation Systems Specialist II","Certification in Electrical Power Testing"
"3036","SACA Certified Industry 4.0 Automation Systems Specialist II","Passive Intermodulation Testing"
"3037","SACA Certified Industry 4.0 Automation Systems Specialist II","Certification in Electrical Power Testing - Level IV"
"3038","SACA Certified Industry 4.0 Automation Systems Specialist II","SACA C-103 Certified Industry 4.0 Associate - Robot System Operations"
"3039","SACA Certified Industry 4.0 Automation Systems Specialist II","SACA Certified Industry 4.0 Production Systems Specialist II"
"3040","SACA Certified Industry 4.0 Automation Systems Specialist II","Associate Electronics Technician - Direct Current"
"3041","SACA Certified Industry 4.0 Automation Systems Specialist II","Associate Electronics Technician - Analog"
"3042","SACA Certified Industry 4.0 Automation Systems Specialist II","Associate Electronics Technician - Digital"
"3043","SACA Certified Industry 4.0 Automation Systems Specialist II","Mobile Communications and Electronics Installer"
"3044","SACA Certified Industry 4.0 Automation Systems Specialist II","Associate Electronics Technician - Alternating Current"
"3045","SACA Certified Industry 4.0 Automation Systems Specialist II","Termination and Testing Technician"
"3046","SACA Certified Industry 4.0 Automation Systems Specialist II","CEDIA Electronic Systems Certified"
"3047","SACA Certified Industry 4.0 Automation Systems Specialist II","Certified Satellite Installer - S-MATV"
"3048","SACA Certified Industry 4.0 Automation Systems Specialist II","SAE Fabricator"
"3049","SACA Certified Industry 4.0 Automation Systems Specialist II","Certified Satellite Installer - Antenna"
"3050","SACA Certified Industry 4.0 Automation Systems Specialist II","Certified Satellite Installer - Commercial"
"3051","SACA Certified Industry 4.0 Automation Systems Specialist II","SACA Certified Industry 4.0 IT Systems Specialist II"
"3052","SACA Certified Industry 4.0 Automation Systems Specialist II","Electromagnetic Compatibility (EMC/EMI) Certification"
"3053","SACA Certified Industry 4.0 Automation Systems Specialist II","SACA Certified Industry 4.0 Systems Professional"
"3054","SACA Certified Industry 4.0 Automation Systems Specialist II","SACA C-101 Certified Industry 4.0 Associate - Basic Operations"
"3055","SACA Certified Industry 4.0 Automation Systems Specialist II","SACA Certified Industry 4.0 Production Systems Specialist I"
"3056","SACA Certified Industry 4.0 Automation Systems Specialist II","SACA Certified Industry 4.0 IT Systems Specialist I"
"3057","SACA Certified Industry 4.0 Automation Systems Specialist II","SACA Certified Industry 4.0 Automation Systems Specialist I"
"3058","SACA Certified Industry 4.0 Automation Systems Specialist II","SACA C-104 Certified Industry 4.0 Associate -IIoT, Networking & Data Analytics"
"3059","SACA C-102 Certified Industry 4.0 Associate - Advanced Operations","Electrical Generator Systems Technician Certification"
"3060","SACA C-102 Certified Industry 4.0 Associate - Advanced Operations","Certification in Electrical Power Testing - Level III"
"3061","SACA C-102 Certified Industry 4.0 Associate - Advanced Operations","Associate Electronics Technician - Comprehensive"
"3062","SACA C-102 Certified Industry 4.0 Associate - Advanced Operations","Certified Satellite Installer - C and KU Band"
"3063","SACA C-102 Certified Industry 4.0 Associate - Advanced Operations","Radio Frequency Interference Mitigation"
"3064","SACA C-102 Certified Industry 4.0 Associate - Advanced Operations","Wireless Communications"
"3065","SACA C-102 Certified Industry 4.0 Associate - Advanced Operations","CEDIA Electronic Systems Certified Designer"
"3066","SACA C-102 Certified Industry 4.0 Associate - Advanced Operations","CEDIA Electronic Systems Certified Technician"
"3067","SACA C-102 Certified Industry 4.0 Associate - Advanced Operations","Senior Certified Electronics Technician"
"3068","SACA C-102 Certified Industry 4.0 Associate - Advanced Operations","Certification in Electrical Power Testing"
"3069","SACA C-102 Certified Industry 4.0 Associate - Advanced Operations","Passive Intermodulation Testing"
"3070","SACA C-102 Certified Industry 4.0 Associate - Advanced Operations","Certification in Electrical Power Testing - Level IV"
"3071","SACA C-102 Certified Industry 4.0 Associate - Advanced Operations","SACA C-103 Certified Industry 4.0 Associate - Robot System Operations"
"3072","SACA C-102 Certified Industry 4.0 Associate - Advanced Operations","SACA Certified Industry 4.0 Production Systems Specialist II"
"3073","SACA C-102 Certified Industry 4.0 Associate - Advanced Operations","Associate Electronics Technician - Direct Current"
"3074","SACA C-102 Certified Industry 4.0 Associate - Advanced Operations","Associate Electronics Technician - Analog"
"3075","SACA C-102 Certified Industry 4.0 Associate - Advanced Operations","Associate Electronics Technician - Digital"
"3076","SACA C-102 Certified Industry 4.0 Associate - Advanced Operations","Mobile Communications and Electronics Installer"
"3077","SACA C-102 Certified Industry 4.0 Associate - Advanced Operations","Associate Electronics Technician - Alternating Current"
"3078","SACA C-102 Certified Industry 4.0 Associate - Advanced Operations","Termination and Testing Technician"
"3079","SACA C-102 Certified Industry 4.0 Associate - Advanced Operations","CEDIA Electronic Systems Certified"
